attrition,age,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
no,44,travel_frequently,602,human_resources,1,5,human_resources,1,1642,1,male,37,3,2,human_resources,4,married,5743,10503,4,y,yes,11,3,3,80,0,14,3,3,10,7,0,2
no,48,travel_frequently,365,research_development,4,5,medical,1,1644,3,male,89,2,4,manager,4,married,15202,5602,2,y,no,25,4,2,80,1,23,3,3,2,2,2,2
yes,35,travel_rarely,763,sales,15,2,medical,1,1645,1,male,59,1,2,sales_executive,4,divorced,5440,22098,6,y,yes,14,3,4,80,2,7,2,2,2,2,2,2
no,24,travel_frequently,567,research_development,2,1,technical_degree,1,1646,1,female,32,3,1,research_scientist,4,single,3760,17218,1,y,yes,13,3,3,80,0,6,2,3,6,3,1,3
no,27,travel_rarely,486,research_development,8,3,medical,1,1647,2,female,86,4,1,research_scientist,3,married,3517,22490,7,y,no,17,3,1,80,0,5,0,3,3,2,0,2
no,27,travel_frequently,591,research_development,2,3,medical,1,1648,4,male,87,3,1,research_scientist,4,single,2580,6297,2,y,no,13,3,3,80,0,6,0,2,4,2,1,2
yes,40,travel_rarely,1329,research_development,7,3,life_sciences,1,1649,1,male,73,3,1,laboratory_technician,1,single,2166,3339,3,y,yes,14,3,2,80,0,10,3,1,4,2,0,3
no,29,travel_rarely,469,sales,10,3,medical,1,1650,3,male,42,2,2,sales_executive,3,single,5869,23413,9,y,no,11,3,3,80,0,8,2,3,5,2,1,4
no,36,travel_rarely,711,research_development,5,4,life_sciences,1,1651,2,female,42,3,3,healthcare_representative,1,married,8008,22792,4,y,no,12,3,3,80,2,9,6,3,3,2,0,2
no,25,travel_frequently,772,research_development,2,1,life_sciences,1,1653,4,male,77,4,2,manufacturing_director,3,divorced,5206,4973,1,y,no,17,3,3,80,2,7,6,3,7,7,0,7
no,39,travel_rarely,492,research_development,12,3,medical,1,1654,4,male,66,3,2,manufacturing_director,2,married,5295,7693,4,y,no,21,4,3,80,0,7,3,3,5,4,1,0
no,49,travel_rarely,301,research_development,22,4,other,1,1655,1,female,72,3,4,research_director,2,married,16413,3498,3,y,no,16,3,2,80,2,27,2,3,4,2,1,2
no,50,travel_rarely,813,research_development,17,5,life_sciences,1,1656,4,female,50,2,3,research_director,1,divorced,13269,21981,5,y,no,15,3,3,80,3,19,3,3,14,11,1,11
no,20,travel_rarely,1141,sales,2,3,medical,1,1657,3,female,31,3,1,sales_representative,3,single,2783,13251,1,y,no,19,3,1,80,0,2,3,3,2,2,2,2
no,34,travel_rarely,1130,research_development,3,3,life_sciences,1,1658,4,female,66,3,2,research_scientist,2,divorced,5433,19332,1,y,no,12,3,3,80,1,11,2,3,11,8,7,9
no,36,travel_rarely,311,research_development,7,3,life_sciences,1,1659,1,male,77,3,1,laboratory_technician,2,single,2013,10950,2,y,no,11,3,3,80,0,15,4,3,4,3,1,3
no,49,travel_rarely,465,research_development,6,1,life_sciences,1,1661,3,female,41,2,4,healthcare_representative,3,married,13966,11652,2,y,yes,19,3,2,80,1,30,3,3,15,11,2,12
no,36,non_travel,894,research_development,1,4,medical,1,1662,4,female,33,2,2,manufacturing_director,3,married,4374,15411,0,y,no,15,3,3,80,0,4,6,3,3,2,1,2
no,36,travel_rarely,1040,research_development,3,2,life_sciences,1,1664,4,male,79,4,2,healthcare_representative,1,divorced,6842,26308,6,y,no,20,4,1,80,1,13,3,3,5,4,0,4
no,54,travel_rarely,584,research_development,22,5,medical,1,1665,2,female,91,3,4,manager,3,married,17426,18685,3,y,no,25,4,3,80,1,36,6,3,10,8,4,7
no,43,travel_rarely,1291,research_development,15,2,life_sciences,1,1666,3,male,65,2,4,research_director,3,married,17603,3525,1,y,no,24,4,1,80,1,14,3,3,14,10,6,11
yes,35,travel_frequently,880,sales,12,4,other,1,1667,4,male,36,3,2,sales_executive,4,single,4581,10414,3,y,yes,24,4,1,80,0,13,2,4,11,9,6,7
no,38,travel_frequently,1189,research_development,1,3,life_sciences,1,1668,4,male,90,3,2,research_scientist,4,married,4735,9867,7,y,no,15,3,4,80,2,19,4,4,13,11,2,9
no,29,travel_rarely,991,sales,5,3,medical,1,1669,1,male,43,2,2,sales_executive,2,divorced,4187,3356,1,y,yes,13,3,2,80,1,10,3,2,10,0,0,9
no,33,travel_rarely,392,sales,2,4,medical,1,1670,4,male,93,3,2,sales_executive,4,divorced,5505,3921,1,y,no,14,3,3,80,2,6,5,3,6,2,0,4
no,32,travel_rarely,977,research_development,2,3,medical,1,1671,4,male,45,3,2,research_scientist,2,divorced,5470,25518,0,y,no,13,3,3,80,2,10,4,2,9,5,1,6
no,31,travel_rarely,1112,sales,5,4,life_sciences,1,1673,1,female,67,3,2,sales_executive,4,married,5476,22589,1,y,no,11,3,1,80,2,10,2,3,10,0,0,2
no,49,travel_rarely,464,research_development,16,3,medical,1,1674,4,female,74,3,1,laboratory_technician,1,divorced,2587,24941,4,y,yes,16,3,2,80,1,17,2,2,2,2,2,2
no,38,travel_frequently,148,research_development,2,3,medical,1,1675,4,female,42,2,1,laboratory_technician,2,single,2440,23826,1,y,no,22,4,2,80,0,4,3,3,4,3,3,3
no,47,travel_rarely,1225,sales,2,4,life_sciences,1,1676,2,female,47,4,4,manager,2,divorced,15972,21086,6,y,no,14,3,3,80,3,29,2,3,3,2,1,2
no,49,travel_rarely,809,research_development,1,3,life_sciences,1,1677,3,male,36,3,4,manager,3,single,15379,22384,4,y,no,14,3,1,80,0,23,2,3,8,7,0,0
no,41,travel_rarely,1206,sales,23,2,life_sciences,1,1678,4,male,80,3,3,sales_executive,3,single,7082,11591,3,y,yes,16,3,4,80,0,21,2,3,2,0,0,2
no,20,travel_rarely,727,sales,9,1,life_sciences,1,1680,4,male,54,3,1,sales_representative,1,single,2728,21082,1,y,no,11,3,1,80,0,2,3,3,2,2,0,2
no,33,non_travel,530,sales,16,3,life_sciences,1,1681,3,female,36,3,2,sales_executive,4,divorced,5368,16130,1,y,yes,25,4,3,80,1,7,2,3,6,5,1,2
no,36,travel_rarely,1351,research_development,26,4,life_sciences,1,1682,1,male,80,3,2,healthcare_representative,3,married,5347,7419,6,y,no,14,3,2,80,2,10,2,2,3,2,0,2
no,44,travel_rarely,528,human_resources,1,3,life_sciences,1,1683,3,female,44,3,1,human_resources,4,divorced,3195,4167,4,y,yes,18,3,1,80,3,8,2,3,2,2,2,2
yes,23,travel_rarely,1320,research_development,8,1,medical,1,1684,4,male,93,2,1,laboratory_technician,3,single,3989,20586,1,y,yes,11,3,1,80,0,5,2,3,5,4,1,2
no,38,travel_rarely,1495,research_development,4,2,medical,1,1687,4,female,87,3,1,laboratory_technician,3,married,3306,26176,7,y,no,19,3,4,80,1,7,5,2,0,0,0,0
no,53,travel_rarely,1395,research_development,24,4,medical,1,1689,2,male,48,4,3,healthcare_representative,4,married,7005,3458,3,y,no,15,3,3,80,0,11,2,3,4,3,1,2
yes,48,travel_frequently,708,sales,7,2,medical,1,1691,4,female,95,3,1,sales_representative,3,married,2655,11740,2,y,yes,11,3,3,80,2,19,3,3,9,7,7,7
yes,32,travel_rarely,1259,research_development,2,4,life_sciences,1,1692,4,male,95,3,1,laboratory_technician,2,single,1393,24852,1,y,no,12,3,1,80,0,1,2,3,1,0,0,0
no,26,non_travel,786,research_development,7,3,medical,1,1693,4,male,76,3,1,laboratory_technician,4,single,2570,11925,1,y,no,20,4,3,80,0,7,5,3,7,7,5,7
no,55,travel_rarely,1441,research_development,22,3,technical_degree,1,1694,1,male,94,2,1,research_scientist,2,divorced,3537,23737,5,y,no,12,3,4,80,1,8,1,3,4,2,1,2
no,34,travel_rarely,1157,research_development,5,2,medical,1,1696,2,male,57,2,2,laboratory_technician,4,married,3986,11912,1,y,no,14,3,3,80,1,15,3,4,15,10,4,13
no,60,travel_rarely,370,research_development,1,4,medical,1,1697,3,male,92,1,3,healthcare_representative,4,divorced,10883,20467,3,y,no,20,4,3,80,1,19,2,4,1,0,0,0
no,33,travel_rarely,267,research_development,21,3,medical,1,1698,2,male,79,4,1,laboratory_technician,2,married,2028,13637,1,y,no,18,3,4,80,3,14,6,3,14,11,2,13
no,37,travel_frequently,1278,sales,1,4,medical,1,1700,3,male,31,1,2,sales_executive,4,divorced,9525,7677,1,y,no,14,3,3,80,2,6,2,2,6,3,1,3
no,34,travel_rarely,678,research_development,19,3,life_sciences,1,1701,2,female,35,2,1,research_scientist,4,married,2929,20338,1,y,no,12,3,2,80,0,10,3,3,10,9,8,7
yes,23,travel_rarely,427,sales,7,3,life_sciences,1,1702,3,male,99,3,1,sales_representative,4,divorced,2275,25103,1,y,yes,21,4,2,80,1,3,2,3,3,2,0,2
no,44,travel_rarely,921,research_development,2,3,life_sciences,1,1703,3,female,96,4,3,healthcare_representative,4,married,7879,14810,1,y,yes,19,3,2,80,1,9,2,3,8,7,6,7
no,35,travel_frequently,146,research_development,2,4,medical,1,1704,1,male,79,2,1,research_scientist,4,single,4930,13970,0,y,yes,14,3,3,80,0,6,2,4,5,4,1,4
no,43,travel_rarely,1179,sales,2,3,medical,1,1706,4,male,73,3,2,sales_executive,4,married,7847,6069,1,y,yes,17,3,1,80,1,10,3,3,10,9,8,8
no,24,travel_rarely,581,research_development,9,3,medical,1,1707,3,male,62,4,1,research_scientist,3,married,4401,17616,1,y,no,16,3,4,80,1,5,1,3,5,3,0,4
no,41,travel_rarely,918,sales,6,3,marketing,1,1708,4,male,35,3,3,sales_executive,3,single,9241,15869,1,y,no,12,3,2,80,0,10,3,3,10,8,8,7
no,29,travel_rarely,1082,research_development,9,4,medical,1,1709,4,female,43,3,1,laboratory_technician,3,married,2974,25412,9,y,no,17,3,3,80,1,9,2,3,5,3,1,2
no,36,travel_rarely,530,sales,2,4,life_sciences,1,1710,3,female,51,3,2,sales_representative,4,single,4502,7439,3,y,no,15,3,3,80,0,17,2,2,13,7,6,7
no,45,non_travel,1238,research_development,1,1,life_sciences,1,1712,3,male,74,2,3,healthcare_representative,3,married,10748,3395,3,y,no,23,4,4,80,1,25,3,2,23,15,14,4
yes,24,travel_rarely,240,human_resources,22,1,human_resources,1,1714,4,male,58,1,1,human_resources,3,married,1555,11585,1,y,no,11,3,3,80,1,1,2,3,1,0,0,0
yes,47,travel_frequently,1093,sales,9,3,life_sciences,1,1716,3,male,82,1,4,sales_executive,3,married,12936,24164,7,y,no,11,3,3,80,0,25,3,1,23,5,14,10
no,26,travel_rarely,390,research_development,17,4,medical,1,1718,4,male,62,1,1,laboratory_technician,3,married,2305,6217,1,y,no,15,3,3,80,3,3,3,4,3,2,0,2
no,45,travel_rarely,1005,research_development,28,2,technical_degree,1,1719,4,female,48,2,4,research_director,2,single,16704,17119,1,y,no,11,3,3,80,0,21,2,3,21,6,8,6
no,32,travel_frequently,585,research_development,10,3,life_sciences,1,1720,1,male,56,3,1,research_scientist,3,married,3433,17360,6,y,no,13,3,1,80,1,10,3,2,5,2,1,3
no,31,travel_rarely,741,research_development,2,4,life_sciences,1,1721,2,male,69,3,1,laboratory_technician,3,married,3477,18103,1,y,no,14,3,4,80,1,6,2,4,5,2,0,3
no,41,non_travel,552,human_resources,4,3,human_resources,1,1722,3,male,60,1,2,human_resources,2,married,6430,20794,6,y,no,19,3,2,80,1,10,4,3,3,2,1,2
no,40,travel_rarely,369,research_development,8,2,life_sciences,1,1724,2,female,92,3,2,manufacturing_director,1,married,6516,5041,2,y,yes,16,3,2,80,1,18,3,3,1,0,0,0
no,24,travel_rarely,506,research_development,29,1,medical,1,1725,2,male,91,3,1,laboratory_technician,1,divorced,3907,3622,1,y,no,13,3,2,80,3,6,2,4,6,2,1,2
no,46,travel_rarely,717,research_development,13,4,life_sciences,1,1727,3,male,34,3,2,healthcare_representative,2,single,5562,9697,6,y,no,14,3,4,80,0,19,3,3,10,7,0,9
no,35,travel_rarely,1370,research_development,27,4,life_sciences,1,1728,4,male,49,3,2,manufacturing_director,3,married,6883,5151,2,y,no,16,3,2,80,1,17,3,3,7,7,0,7
no,30,travel_rarely,793,research_development,16,1,life_sciences,1,1729,2,male,33,3,1,research_scientist,4,married,2862,3811,1,y,no,12,3,2,80,1,10,2,2,10,0,0,8
no,47,non_travel,543,sales,2,4,marketing,1,1731,3,male,87,3,2,sales_executive,2,married,4978,3536,7,y,no,11,3,4,80,1,4,3,1,1,0,0,0
no,46,travel_rarely,1277,sales,2,3,life_sciences,1,1732,3,male,74,3,3,sales_executive,4,divorced,10368,5596,4,y,yes,12,3,2,80,1,13,5,2,10,6,0,3
yes,36,travel_rarely,1456,sales,13,5,marketing,1,1733,2,male,96,2,2,sales_executive,1,divorced,6134,8658,5,y,yes,13,3,2,80,3,16,3,3,2,2,2,2
yes,32,travel_rarely,964,sales,1,2,life_sciences,1,1734,1,male,34,1,2,sales_executive,2,single,6735,12147,6,y,no,15,3,2,80,0,10,2,3,0,0,0,0
no,23,travel_rarely,160,research_development,4,1,medical,1,1735,3,female,51,3,1,laboratory_technician,2,single,3295,12862,1,y,no,13,3,3,80,0,3,3,1,3,2,1,2
no,31,travel_frequently,163,research_development,24,1,technical_degree,1,1736,4,female,30,3,2,manufacturing_director,4,single,5238,6670,2,y,no,20,4,4,80,0,9,3,2,5,4,1,4
no,39,non_travel,792,research_development,1,3,life_sciences,1,1737,4,male,77,3,2,laboratory_technician,4,married,6472,8989,1,y,yes,15,3,4,80,1,9,2,3,9,8,5,8
no,32,travel_rarely,371,sales,19,3,life_sciences,1,1739,4,male,80,1,3,sales_executive,3,married,9610,3840,3,y,no,13,3,3,80,1,10,2,1,4,3,0,2
no,40,travel_rarely,611,sales,7,4,medical,1,1740,2,male,88,3,5,manager,2,single,19833,4349,1,y,no,14,3,2,80,0,21,3,2,21,8,12,8
no,45,travel_rarely,176,human_resources,4,3,life_sciences,1,1744,3,female,56,1,3,human_resources,3,married,9756,6595,4,y,no,21,4,3,80,2,9,2,4,5,0,0,3
no,30,travel_frequently,1312,research_development,2,4,technical_degree,1,1745,4,female,78,2,1,research_scientist,1,single,4968,26427,0,y,no,16,3,4,80,0,10,2,3,9,7,0,7
no,24,travel_frequently,897,human_resources,10,3,medical,1,1746,1,male,59,3,1,human_resources,4,married,2145,2097,0,y,no,14,3,4,80,1,3,2,3,2,2,2,1
yes,30,travel_frequently,600,human_resources,8,3,human_resources,1,1747,3,female,66,2,1,human_resources,4,divorced,2180,9732,6,y,no,11,3,3,80,1,6,0,2,4,2,1,2
no,31,travel_rarely,1003,sales,5,3,technical_degree,1,1749,1,male,51,3,2,sales_executive,3,married,8346,20943,1,y,no,19,3,3,80,1,6,3,3,5,2,0,2
no,27,travel_rarely,1054,research_development,8,3,medical,1,1751,3,female,67,3,1,research_scientist,4,single,3445,6152,1,y,no,11,3,3,80,0,6,5,2,6,2,1,4
yes,29,travel_rarely,428,sales,9,3,marketing,1,1752,2,female,52,1,1,sales_representative,2,single,2760,14630,1,y,no,13,3,3,80,0,2,3,3,2,2,2,2
no,29,travel_frequently,461,research_development,1,3,life_sciences,1,1753,4,male,70,4,2,healthcare_representative,3,single,6294,23060,8,y,yes,12,3,4,80,0,10,5,4,3,2,0,2
no,30,travel_rarely,979,sales,15,2,marketing,1,1754,3,male,94,2,3,sales_executive,1,divorced,7140,3088,2,y,no,11,3,1,80,1,12,2,3,7,7,1,7
no,34,travel_rarely,181,research_development,2,4,medical,1,1755,4,male,97,4,1,research_scientist,4,married,2932,5586,0,y,yes,14,3,1,80,3,6,3,3,5,0,1,2
no,33,non_travel,1283,sales,2,3,marketing,1,1756,4,female,62,3,2,sales_executive,2,single,5147,10697,8,y,no,15,3,4,80,0,13,2,2,11,7,1,7
no,49,travel_rarely,1313,sales,11,4,marketing,1,1757,4,female,80,3,2,sales_executive,4,single,4507,8191,3,y,no,12,3,3,80,0,8,1,4,5,1,0,4
yes,33,travel_rarely,211,sales,16,3,life_sciences,1,1758,1,female,74,3,3,sales_executive,1,single,8564,10092,2,y,yes,20,4,3,80,0,11,2,2,0,0,0,0
no,38,travel_frequently,594,research_development,2,2,medical,1,1760,3,female,75,2,1,laboratory_technician,2,married,2468,15963,4,y,no,14,3,2,80,1,9,4,2,6,1,0,5
yes,31,travel_rarely,1079,sales,16,4,marketing,1,1761,1,male,70,3,3,sales_executive,3,married,8161,19002,2,y,no,13,3,1,80,3,10,2,3,1,0,0,0
no,29,travel_rarely,590,research_development,4,3,technical_degree,1,1762,4,female,91,2,1,research_scientist,1,divorced,2109,10007,1,y,no,13,3,3,80,1,1,2,3,1,0,0,0
no,30,travel_rarely,305,research_development,16,3,life_sciences,1,1763,3,male,58,4,2,healthcare_representative,3,married,5294,9128,3,y,no,16,3,3,80,1,10,3,3,7,0,1,7
no,32,non_travel,953,research_development,5,4,technical_degree,1,1764,2,male,65,3,1,research_scientist,2,single,2718,17674,2,y,no,14,3,2,80,0,12,3,3,7,7,0,7
no,38,travel_rarely,833,research_development,18,3,medical,1,1766,2,male,60,1,2,healthcare_representative,4,married,5811,24539,3,y,yes,16,3,3,80,1,15,2,3,1,0,1,0
yes,43,travel_frequently,807,research_development,17,3,technical_degree,1,1767,3,male,38,2,1,research_scientist,3,married,2437,15587,9,y,yes,16,3,4,80,1,6,4,3,1,0,0,0
no,42,travel_rarely,855,research_development,12,3,medical,1,1768,2,male,57,3,1,laboratory_technician,2,divorced,2766,8952,8,y,no,22,4,2,80,3,7,6,2,5,3,0,4
no,55,travel_rarely,478,research_development,2,3,medical,1,1770,3,male,60,2,5,research_director,1,married,19038,19805,8,y,no,12,3,2,80,3,34,2,3,1,0,0,0
no,33,non_travel,775,research_development,4,3,technical_degree,1,1771,4,male,90,3,2,research_scientist,2,divorced,3055,6194,5,y,no,15,3,4,80,2,11,2,2,9,8,1,7
no,41,travel_rarely,548,research_development,9,4,life_sciences,1,1772,3,male,94,3,1,laboratory_technician,1,divorced,2289,20520,1,y,no,20,4,2,80,2,5,2,3,5,3,0,4
no,34,non_travel,1375,sales,10,3,life_sciences,1,1774,4,male,87,3,2,sales_executive,3,divorced,4001,12313,1,y,yes,14,3,3,80,1,15,3,3,15,14,0,7
no,53,non_travel,661,research_development,1,4,medical,1,1775,1,female,60,2,4,manufacturing_director,3,married,12965,22308,4,y,yes,20,4,4,80,3,27,2,2,3,2,0,2
no,43,travel_rarely,244,human_resources,2,3,life_sciences,1,1778,2,male,97,3,1,human_resources,4,single,3539,5033,0,y,no,13,3,2,80,0,10,5,3,9,7,1,8
no,34,travel_rarely,511,sales,3,2,life_sciences,1,1779,4,female,32,1,2,sales_executive,4,single,6029,25353,5,y,no,12,3,1,80,0,6,3,3,2,2,2,2
yes,21,travel_rarely,337,sales,7,1,marketing,1,1780,2,male,31,3,1,sales_representative,2,single,2679,4567,1,y,no,13,3,2,80,0,1,3,3,1,0,1,0
no,38,travel_rarely,1153,research_development,6,2,other,1,1782,4,female,40,2,1,laboratory_technician,3,married,3702,16376,1,y,no,11,3,2,80,1,5,3,3,5,4,0,4
yes,22,travel_rarely,1294,research_development,8,1,medical,1,1783,3,female,79,3,1,laboratory_technician,1,married,2398,15999,1,y,yes,17,3,3,80,0,1,6,3,1,0,0,0
no,31,travel_rarely,196,sales,29,4,marketing,1,1784,1,female,91,2,2,sales_executive,4,married,5468,13402,1,y,no,14,3,1,80,2,13,3,3,12,7,5,7
no,51,travel_rarely,942,research_development,3,3,technical_degree,1,1786,1,female,53,3,3,manager,3,married,13116,22984,2,y,no,11,3,4,80,0,15,2,3,2,2,2,2
no,37,travel_rarely,589,sales,9,2,marketing,1,1787,2,male,46,2,2,sales_executive,2,married,4189,8800,1,y,no,14,3,1,80,2,5,2,3,5,2,0,3
no,46,travel_rarely,734,research_development,2,4,medical,1,1789,3,male,46,3,5,research_director,4,divorced,19328,14218,7,y,yes,17,3,3,80,1,24,3,3,2,1,2,2
no,36,travel_rarely,1383,research_development,10,3,life_sciences,1,1790,4,male,90,3,3,healthcare_representative,1,married,8321,25949,7,y,yes,13,3,4,80,1,15,1,3,12,8,5,7
yes,44,travel_frequently,429,research_development,1,2,medical,1,1792,3,male,99,3,1,research_scientist,2,divorced,2342,11092,1,y,yes,12,3,3,80,3,6,2,2,5,3,2,3
no,37,travel_rarely,1239,human_resources,8,2,other,1,1794,3,male,89,3,2,human_resources,2,divorced,4071,12832,2,y,no,13,3,3,80,0,19,4,2,10,0,4,7
yes,35,travel_rarely,303,sales,27,3,life_sciences,1,1797,3,male,84,3,2,sales_executive,4,single,5813,13492,1,y,yes,18,3,4,80,0,10,2,3,10,7,7,7
no,33,travel_rarely,867,research_development,8,4,life_sciences,1,1798,4,male,90,4,1,research_scientist,1,married,3143,6076,6,y,no,19,3,2,80,1,14,1,3,10,8,7,6
no,28,travel_rarely,1181,research_development,1,3,life_sciences,1,1799,3,male,82,3,1,research_scientist,4,married,2044,5531,1,y,no,11,3,3,80,1,5,6,4,5,3,0,3
no,39,travel_rarely,1253,research_development,10,1,medical,1,1800,3,male,65,3,3,research_director,3,single,13464,7914,7,y,no,21,4,3,80,0,9,3,3,4,3,2,2
no,46,non_travel,849,sales,26,2,life_sciences,1,1801,2,male,98,2,2,sales_executive,2,single,7991,25166,8,y,no,15,3,3,80,0,6,3,3,2,2,2,2
no,40,travel_rarely,616,research_development,2,2,life_sciences,1,1802,3,female,99,3,1,laboratory_technician,1,married,3377,25605,4,y,no,17,3,4,80,1,7,5,2,4,3,0,2
no,42,travel_rarely,1128,research_development,13,3,medical,1,1803,2,male,95,4,2,healthcare_representative,1,married,5538,5696,5,y,no,18,3,3,80,2,10,2,2,0,0,0,0
no,35,non_travel,1180,research_development,2,2,medical,1,1804,2,male,90,3,2,manufacturing_director,4,divorced,5762,24442,2,y,no,14,3,3,80,1,15,6,3,7,7,1,7
no,38,non_travel,1336,human_resources,2,3,human_resources,1,1805,1,male,100,3,1,human_resources,2,divorced,2592,7129,5,y,no,13,3,4,80,3,13,3,3,11,10,3,8
yes,34,travel_frequently,234,research_development,9,4,life_sciences,1,1807,4,male,93,3,2,laboratory_technician,1,married,5346,6208,4,y,no,17,3,3,80,1,11,3,2,7,1,0,7
yes,37,travel_rarely,370,research_development,10,4,medical,1,1809,4,male,58,3,2,manufacturing_director,1,single,4213,4992,1,y,no,15,3,2,80,0,10,4,1,10,3,0,8
no,39,travel_frequently,766,sales,20,3,life_sciences,1,1812,3,male,83,3,2,sales_executive,4,divorced,4127,19188,2,y,no,18,3,4,80,1,7,6,3,2,1,2,2
no,43,non_travel,343,research_development,9,3,life_sciences,1,1813,1,male,52,3,1,research_scientist,3,single,2438,24978,4,y,no,13,3,3,80,0,7,2,2,3,2,1,2
no,41,travel_rarely,447,research_development,5,3,life_sciences,1,1814,2,male,85,4,2,healthcare_representative,2,single,6870,15530,3,y,no,12,3,1,80,0,11,3,1,3,2,1,2
no,41,travel_rarely,796,sales,4,1,marketing,1,1815,3,female,81,3,3,sales_executive,3,divorced,10447,26458,0,y,yes,13,3,4,80,1,23,3,4,22,14,13,5
no,30,travel_rarely,1092,research_development,10,3,medical,1,1816,1,female,64,3,3,manufacturing_director,3,single,9667,2739,9,y,no,14,3,2,80,0,9,3,3,7,7,0,2
yes,26,travel_rarely,920,human_resources,20,2,medical,1,1818,4,female,69,3,1,human_resources,2,married,2148,6889,0,y,yes,11,3,3,80,0,6,3,3,5,1,1,4
yes,46,travel_rarely,261,research_development,21,2,medical,1,1821,4,female,66,3,2,healthcare_representative,2,married,8926,10842,4,y,no,22,4,4,80,1,13,2,4,9,7,3,7
no,40,travel_rarely,1194,research_development,1,3,life_sciences,1,1822,3,female,52,3,2,healthcare_representative,4,divorced,6513,9060,4,y,no,17,3,4,80,1,12,3,3,5,3,0,3
no,34,travel_rarely,810,sales,8,2,technical_degree,1,1823,2,male,92,4,2,sales_executive,3,married,6799,22128,1,y,no,21,4,3,80,2,10,5,3,10,8,4,8
no,58,non_travel,350,sales,2,3,medical,1,1824,2,male,52,3,4,manager,2,divorced,16291,22577,4,y,no,22,4,4,80,1,37,0,2,16,9,14,14
no,35,travel_rarely,185,research_development,23,4,medical,1,1826,2,male,91,1,1,laboratory_technician,3,married,2705,9696,0,y,no,16,3,2,80,1,6,2,4,5,4,0,3
no,47,travel_rarely,1001,research_development,4,3,life_sciences,1,1827,3,female,92,2,3,manufacturing_director,2,divorced,10333,19271,8,y,yes,12,3,3,80,1,28,4,3,22,11,14,10
no,40,travel_rarely,750,research_development,12,3,life_sciences,1,1829,2,female,47,3,2,healthcare_representative,1,divorced,4448,10748,2,y,no,12,3,2,80,1,15,3,3,7,4,7,7
no,54,travel_rarely,431,research_development,7,4,medical,1,1830,4,female,68,3,2,research_scientist,4,married,6854,15696,4,y,no,15,3,2,80,1,14,2,2,7,1,1,7
no,31,travel_frequently,1125,sales,7,4,marketing,1,1833,1,female,68,3,3,sales_executive,1,married,9637,8277,2,y,no,14,3,4,80,2,9,3,3,3,2,2,2
no,28,travel_rarely,1217,research_development,1,3,medical,1,1834,3,female,67,3,1,research_scientist,1,married,3591,12719,1,y,no,25,4,3,80,1,3,3,3,3,2,1,2
no,38,travel_rarely,723,sales,2,4,marketing,1,1835,2,female,77,1,2,sales_representative,4,married,5405,4244,2,y,yes,20,4,1,80,2,20,4,2,4,2,0,3
no,26,travel_rarely,572,sales,10,3,medical,1,1836,3,male,46,3,2,sales_executive,4,single,4684,9125,1,y,no,13,3,1,80,0,5,4,3,5,3,1,2
no,58,travel_frequently,1216,research_development,15,4,life_sciences,1,1837,1,male,87,3,4,research_director,3,married,15787,21624,2,y,yes,14,3,2,80,0,23,3,3,2,2,2,2
no,18,non_travel,1431,research_development,14,3,medical,1,1839,2,female,33,3,1,research_scientist,3,single,1514,8018,1,y,no,16,3,3,80,0,0,4,1,0,0,0,0
yes,31,travel_rarely,359,human_resources,18,5,human_resources,1,1842,4,male,89,4,1,human_resources,1,married,2956,21495,0,y,no,17,3,3,80,0,2,4,3,1,0,0,0
yes,29,travel_rarely,350,human_resources,13,3,human_resources,1,1844,1,male,56,2,1,human_resources,1,divorced,2335,3157,4,y,yes,15,3,4,80,3,4,3,3,2,2,2,0
no,45,non_travel,589,sales,2,4,life_sciences,1,1845,3,female,67,3,2,sales_executive,3,married,5154,19665,4,y,no,22,4,2,80,2,10,3,4,8,7,5,7
no,36,travel_rarely,430,research_development,2,4,other,1,1847,4,female,73,3,2,research_scientist,2,married,6962,19573,4,y,yes,22,4,4,80,1,15,2,3,1,0,0,0
no,43,travel_frequently,1422,sales,2,4,life_sciences,1,1849,1,male,92,3,2,sales_executive,4,married,5675,19246,1,y,no,20,4,3,80,1,7,5,3,7,7,7,7
no,27,travel_frequently,1297,research_development,5,2,life_sciences,1,1850,4,female,53,3,1,laboratory_technician,4,single,2379,19826,0,y,yes,14,3,3,80,0,6,3,2,5,4,0,2
no,29,travel_frequently,574,research_development,20,1,medical,1,1852,4,male,40,3,1,laboratory_technician,4,married,3812,7003,1,y,no,13,3,2,80,0,11,3,4,11,8,3,10
no,32,travel_frequently,1318,sales,10,4,marketing,1,1853,4,male,79,3,2,sales_executive,4,single,4648,26075,8,y,no,13,3,3,80,0,4,2,4,0,0,0,0
no,42,non_travel,355,research_development,10,4,technical_degree,1,1854,3,male,38,3,1,research_scientist,3,married,2936,6161,3,y,no,22,4,2,80,2,10,1,2,6,3,3,3
no,47,travel_rarely,207,research_development,9,4,life_sciences,1,1856,2,female,64,3,1,laboratory_technician,3,single,2105,5411,4,y,no,12,3,3,80,0,7,2,3,2,2,2,0
